text,code
"I feel the same way. We certainly get a lot said in these forums, and I'm really beginning to get a sense of what my classmates are like. Thanks for your feedback!",MKC
"Hi M,I have had the same type of experiences in other classes that you described...our instructor did not create time for get to know you type activities. I remember one class in particular when going through those types of activities would have been particularly helpful, as the topic of the semester-long class was race. It was hard to share personal stories, thoughts, etc about a potentially sensitive topic without creating those relationships ahead of time.",MKC
"I definitely agree that an online learning environment has certain advantages in creating _opportunities for connection and learning:- In a physical space, there are restrictions on how many people can interact at one time, whereas in an online environment there aren't really physical limitations for how many people can join. - In an online space both public and private conversations can occur (more or less) simultaneously. In an online space, it is possible to pay attention to the main class discussion and connect with class members individually, in the same span of time, whereas in a f2f class it's rude to have side conversations during a discussion! - An online community affords more breadth and depth in a discussion. There's more breadth because everyone gets to write their response, so we get to hear from everyone's unique perspective. As far as depth, in a spoken conversation, there's a ""flow"", and sometimes things get interrupted, or topics are passed over that could be discussions more deeply. There's more depth with an online conversation board because it's easy to return to past discussions and add more thoughts. Also, when we write text, that makes it much easier to reply exactly to what another person has said. This speaks to what F was saying about an environment that is ""challenging"". In part, an online discussion is challenging because we have so much more breadth and depth in our discussions to contend with.- Online spaces can be appealing - not always in the same ways as physical spaces, but both can be aesthetically appealing. It's usually easier/less expensive to ""remodel"" an online space to better suite its members. Often there's more ""room"" in an online space for members to add their own individuality, like how we can add our personal photos to this group site. I'd like to see us try to do that in a classroom on campus! :-) ",SKI
"I definitely agree that an online learning environment has certain advantages in creating _opportunities for connection and learning:- In a physical space, there are restrictions on how many people can interact at one time, whereas in an online environment there aren't really physical limitations for how many people can join. - In an online space both public and private conversations can occur (more or less) simultaneously. In an online space, it is possible to pay attention to the main class discussion and connect with class members individually, in the same span of time, whereas in a f2f class it's rude to have side conversations during a discussion! - An online community affords more breadth and depth in a discussion. There's more breadth because everyone gets to write their response, so we get to hear from everyone's unique perspective. As far as depth, in a spoken conversation, there's a ""flow"", and sometimes things get interrupted, or topics are passed over that could be discussions more deeply. There's more depth with an online conversation board because it's easy to return to past discussions and add more thoughts. Also, when we write text, that makes it much easier to reply exactly to what another person has said. This speaks to what F was saying about an environment that is ""challenging"". In part, an online discussion is challenging because we have so much more breadth and depth in our discussions to contend with.- Online spaces can be appealing - not always in the same ways as physical spaces, but both can be aesthetically appealing. It's usually easier/less expensive to ""remodel"" an online space to better suite its members. Often there's more ""room"" in an online space for members to add their own individuality, like how we can add our personal photos to this group site. I'd like to see us try to do that in a classroom on campus! :-) ",DKI
"I definitely agree that an online learning environment has certain advantages in creating _opportunities for connection and learning:- In a physical space, there are restrictions on how many people can interact at one time, whereas in an online environment there aren't really physical limitations for how many people can join. - In an online space both public and private conversations can occur (more or less) simultaneously. In an online space, it is possible to pay attention to the main class discussion and connect with class members individually, in the same span of time, whereas in a f2f class it's rude to have side conversations during a discussion! - An online community affords more breadth and depth in a discussion. There's more breadth because everyone gets to write their response, so we get to hear from everyone's unique perspective. As far as depth, in a spoken conversation, there's a ""flow"", and sometimes things get interrupted, or topics are passed over that could be discussions more deeply. There's more depth with an online conversation board because it's easy to return to past discussions and add more thoughts. Also, when we write text, that makes it much easier to reply exactly to what another person has said. This speaks to what F was saying about an environment that is ""challenging"". In part, an online discussion is challenging because we have so much more breadth and depth in our discussions to contend with.- Online spaces can be appealing - not always in the same ways as physical spaces, but both can be aesthetically appealing. It's usually easier/less expensive to ""remodel"" an online space to better suite its members. Often there's more ""room"" in an online space for members to add their own individuality, like how we can add our personal photos to this group site. I'd like to see us try to do that in a classroom on campus! :-) ",SKI
"I definitely agree that an online learning environment has certain advantages in creating _opportunities for connection and learning:- In a physical space, there are restrictions on how many people can interact at one time, whereas in an online environment there aren't really physical limitations for how many people can join. - In an online space both public and private conversations can occur (more or less) simultaneously. In an online space, it is possible to pay attention to the main class discussion and connect with class members individually, in the same span of time, whereas in a f2f class it's rude to have side conversations during a discussion! - An online community affords more breadth and depth in a discussion. There's more breadth because everyone gets to write their response, so we get to hear from everyone's unique perspective. As far as depth, in a spoken conversation, there's a ""flow"", and sometimes things get interrupted, or topics are passed over that could be discussions more deeply. There's more depth with an online conversation board because it's easy to return to past discussions and add more thoughts. Also, when we write text, that makes it much easier to reply exactly to what another person has said. This speaks to what F was saying about an environment that is ""challenging"". In part, an online discussion is challenging because we have so much more breadth and depth in our discussions to contend with.- Online spaces can be appealing - not always in the same ways as physical spaces, but both can be aesthetically appealing. It's usually easier/less expensive to ""remodel"" an online space to better suite its members. Often there's more ""room"" in an online space for members to add their own individuality, like how we can add our personal photos to this group site. I'd like to see us try to do that in a classroom on campus! :-) ",DKI
"Yes. I think one of the reasons it can do that is because we communicate in writing, which allows us--especially those of us who are introverted--to consider first, and then respond. We can re-read what has been said and think about the conversation as a whole. We can address a comment to a particular person and take time to acknowledge others' responses to our comments... And it seems to me that we've covered more ground in this thread than we might have in a typical class discussion. So, yes.",MKC
"Here's a simple illustration of the cycle of community building, as it exists in my head at the moment. I'm sure my thoughts will continue to evolve.[insert graphic]",DKI
"F,I like this graphic, especially how you included motivation in it. To me that seems to be an important component of online learning, as we need to keep it together and get all our work done :)",MKC
"Great illustration; and as you note, it's simplistic! Is the flow in a particular order?",SKC
"C, You're asking if there's a starting point? I didn't want there to be, but I suppose it might start with interaction.",MKC
"Hi All,Please forgive me...I went a little crazy in my post! _I promise to keep it more succinct next time.For a number of years I taught online classes both asynchronously and synchronously. _I was never officially trained or educated how to do it, but got lots of advice from colleagues along the way who had been teaching online. _I stumbled a lot and learned a lot. _Some semesters, my online classes were my favorites, students engaged in ways I had never seen in my face-to-face classes. _Other semesters, to be honest, I just couldnêt wait for it to be over. _Reflecting upon my experiences I know that it had a lot to do with building community. _This was the key reason I wanted to take this class. _How do you build effective online communities?In reading the Palloff and Pratt text, there were a few key items that struck me in terms of building community. _Excuse the long quote, but when I read this I couldnêt help but think this is so dang true!There is one important element, however, that sets online distance learning apart from the traditional classroom setting: Key to the learning process are the interactions among students themselves, the interactions between faculty and students, and the collaboration in learning that results from these interactions. _In other words, the formation of a learning community through which knowledge is imparted and meaning is co-created sets the stage for successful learning outcomes. (Palloff and Pratt, 2007, p. 4) I think about the semesters I loathed my online classes and I know they were the semesters that I was frustrated by my studentsê participation or lack thereof. _I was frustrated that they were not contributing at the level I wanted them to. _So_I became a bit of a tyrant, demanding that they do things in a very specific way. _In a face-to-face class teachers can do that more, we can control the conversations that take place, redirect it in a way we want it to go in a very short amount of time. _It only takes the teacherês questioning or direct comment and everyone hears it all at once and know to move the conversation that way. _This is not true of online threaded discussions because not everyone is there at that precise moment. _But, thatês also the point. _Like the quote says, there is collaboration in the learning, not a teacher dictating how the learning is to take place. _That's what makes it a unique community!Another item from the text that struck me was that successful students in distance education programs are _able to communicate through writingÓ (Palloff and Pratt, 2007, p. 8). I couldnêt help but think that talkers _winÓ in f-2-f classes, but writers _winÓ in online classes. _But, donêt good writers always win? _That is, ultimately in higher education if you are a strong writer no matter f-2-f or online you will come out on top because after all the major assignments always involve writing. _How can we change that dynamic, even just a little, so that more people can win?Finally, I am intrigued by the difference between presence and interaction as described on page 12. _I think about some stories I have read about how people have become actually lonelier or depressed through social media such as Facebook (FB). _In most of these stories the key was that on FB and other social media people are marketing themselves. _That is, they are posting images of themselves on vacation or some other fantastic place because they want to show the world how great their life is. _Itês almost like marketing a product. _If this is true, then wouldnêt that be considered presence, but not true interaction? _As in, the comments below the wonderful picture, _looks like fun,Ó _you look amazing!Ó, etc.? _It seems to me friends are acknowledging presence not truly interacting. _OK, donêt get me wrong, I am just as guilty of this stuff as anyone_Iêm just contemplating this idea. In looking for an article that discusses community I found an interesting one: _Developing Online Learning CommunitiesÓ by Mark. A. Maddix in Christian Education Journal (Series 3, Vol. 10, No.1). _I am neither Christian nor religious, but I found this article intriguing because it deals with the idea of larger community values within an individual classroom community. _In Christian universities one of the elements of their teaching is helping young people in the forming and shaping of their faith. _Classes, therefore, are not just about the content (e.g., history, chemistry), but about modeling Christian values and beliefs. _The concern is that in online classes these values and beliefs may not be modeled. _Moreover, some theologians argue that embodiment is key to molding these beliefs and values and physical presence is necessary. _Maddix presents an alternative viewpoint through various research. _Of particular interest to me is John Greshamês research that argues for a _divine pedagogyÓ or __the pedagogy of the incarnation [that] points to the realm of the student's life experience as the locus of divine saving actionÓ (Maddix, p. 142 and Gresham, 2006, p. 26). _In other words, to use Greshamês language again, _divine pedagogy includes a communal dimension similar to the church, [it] provides active participation of students in the learning process, and is relevant to online education because it is rich in symbols and signs that communicate meaningÓ (Maddix, p. 142 and Gresham 2006, p. 27-28). _I read such statements as a redefining of community or rather we must not assume that we are a community simply because we share similar values and beliefs. _Rather we must continuously build community and allow the actors to be active, challenged, and provide space for difference and growth. _In other words, we canêt just say our community has these values and beliefs and that you will pick them up simply by your presence. _I like this.In sum, then, an online community really needs to be genuine in its efforts to be a community. _We can't just be together in this space, we need to engage in it.",MKI
"Hi All,Please forgive me...I went a little crazy in my post! _I promise to keep it more succinct next time.For a number of years I taught online classes both asynchronously and synchronously. _I was never officially trained or educated how to do it, but got lots of advice from colleagues along the way who had been teaching online. _I stumbled a lot and learned a lot. _Some semesters, my online classes were my favorites, students engaged in ways I had never seen in my face-to-face classes. _Other semesters, to be honest, I just couldnêt wait for it to be over. _Reflecting upon my experiences I know that it had a lot to do with building community. _This was the key reason I wanted to take this class. _How do you build effective online communities?In reading the Palloff and Pratt text, there were a few key items that struck me in terms of building community. _Excuse the long quote, but when I read this I couldnêt help but think this is so dang true!There is one important element, however, that sets online distance learning apart from the traditional classroom setting: Key to the learning process are the interactions among students themselves, the interactions between faculty and students, and the collaboration in learning that results from these interactions. _In other words, the formation of a learning community through which knowledge is imparted and meaning is co-created sets the stage for successful learning outcomes. (Palloff and Pratt, 2007, p. 4) I think about the semesters I loathed my online classes and I know they were the semesters that I was frustrated by my studentsê participation or lack thereof. _I was frustrated that they were not contributing at the level I wanted them to. _So_I became a bit of a tyrant, demanding that they do things in a very specific way. _In a face-to-face class teachers can do that more, we can control the conversations that take place, redirect it in a way we want it to go in a very short amount of time. _It only takes the teacherês questioning or direct comment and everyone hears it all at once and know to move the conversation that way. _This is not true of online threaded discussions because not everyone is there at that precise moment. _But, thatês also the point. _Like the quote says, there is collaboration in the learning, not a teacher dictating how the learning is to take place. _That's what makes it a unique community!Another item from the text that struck me was that successful students in distance education programs are _able to communicate through writingÓ (Palloff and Pratt, 2007, p. 8). I couldnêt help but think that talkers _winÓ in f-2-f classes, but writers _winÓ in online classes. _But, donêt good writers always win? _That is, ultimately in higher education if you are a strong writer no matter f-2-f or online you will come out on top because after all the major assignments always involve writing. _How can we change that dynamic, even just a little, so that more people can win?Finally, I am intrigued by the difference between presence and interaction as described on page 12. _I think about some stories I have read about how people have become actually lonelier or depressed through social media such as Facebook (FB). _In most of these stories the key was that on FB and other social media people are marketing themselves. _That is, they are posting images of themselves on vacation or some other fantastic place because they want to show the world how great their life is. _Itês almost like marketing a product. _If this is true, then wouldnêt that be considered presence, but not true interaction? _As in, the comments below the wonderful picture, _looks like fun,Ó _you look amazing!Ó, etc.? _It seems to me friends are acknowledging presence not truly interacting. _OK, donêt get me wrong, I am just as guilty of this stuff as anyone_Iêm just contemplating this idea. In looking for an article that discusses community I found an interesting one: _Developing Online Learning CommunitiesÓ by Mark. A. Maddix in Christian Education Journal (Series 3, Vol. 10, No.1). _I am neither Christian nor religious, but I found this article intriguing because it deals with the idea of larger community values within an individual classroom community. _In Christian universities one of the elements of their teaching is helping young people in the forming and shaping of their faith. _Classes, therefore, are not just about the content (e.g., history, chemistry), but about modeling Christian values and beliefs. _The concern is that in online classes these values and beliefs may not be modeled. _Moreover, some theologians argue that embodiment is key to molding these beliefs and values and physical presence is necessary. _Maddix presents an alternative viewpoint through various research. _Of particular interest to me is John Greshamês research that argues for a _divine pedagogyÓ or __the pedagogy of the incarnation [that] points to the realm of the student's life experience as the locus of divine saving actionÓ (Maddix, p. 142 and Gresham, 2006, p. 26). _In other words, to use Greshamês language again, _divine pedagogy includes a communal dimension similar to the church, [it] provides active participation of students in the learning process, and is relevant to online education because it is rich in symbols and signs that communicate meaningÓ (Maddix, p. 142 and Gresham 2006, p. 27-28). _I read such statements as a redefining of community or rather we must not assume that we are a community simply because we share similar values and beliefs. _Rather we must continuously build community and allow the actors to be active, challenged, and provide space for difference and growth. _In other words, we canêt just say our community has these values and beliefs and that you will pick them up simply by your presence. _I like this.In sum, then, an online community really needs to be genuine in its efforts to be a community. _We can't just be together in this space, we need to engage in it.",DKI
"Hi All,Please forgive me...I went a little crazy in my post! _I promise to keep it more succinct next time.For a number of years I taught online classes both asynchronously and synchronously. _I was never officially trained or educated how to do it, but got lots of advice from colleagues along the way who had been teaching online. _I stumbled a lot and learned a lot. _Some semesters, my online classes were my favorites, students engaged in ways I had never seen in my face-to-face classes. _Other semesters, to be honest, I just couldnêt wait for it to be over. _Reflecting upon my experiences I know that it had a lot to do with building community. _This was the key reason I wanted to take this class. _How do you build effective online communities?In reading the Palloff and Pratt text, there were a few key items that struck me in terms of building community. _Excuse the long quote, but when I read this I couldnêt help but think this is so dang true!There is one important element, however, that sets online distance learning apart from the traditional classroom setting: Key to the learning process are the interactions among students themselves, the interactions between faculty and students, and the collaboration in learning that results from these interactions. _In other words, the formation of a learning community through which knowledge is imparted and meaning is co-created sets the stage for successful learning outcomes. (Palloff and Pratt, 2007, p. 4) I think about the semesters I loathed my online classes and I know they were the semesters that I was frustrated by my studentsê participation or lack thereof. _I was frustrated that they were not contributing at the level I wanted them to. _So_I became a bit of a tyrant, demanding that they do things in a very specific way. _In a face-to-face class teachers can do that more, we can control the conversations that take place, redirect it in a way we want it to go in a very short amount of time. _It only takes the teacherês questioning or direct comment and everyone hears it all at once and know to move the conversation that way. _This is not true of online threaded discussions because not everyone is there at that precise moment. _But, thatês also the point. _Like the quote says, there is collaboration in the learning, not a teacher dictating how the learning is to take place. _That's what makes it a unique community!Another item from the text that struck me was that successful students in distance education programs are _able to communicate through writingÓ (Palloff and Pratt, 2007, p. 8). I couldnêt help but think that talkers _winÓ in f-2-f classes, but writers _winÓ in online classes. _But, donêt good writers always win? _That is, ultimately in higher education if you are a strong writer no matter f-2-f or online you will come out on top because after all the major assignments always involve writing. _How can we change that dynamic, even just a little, so that more people can win?Finally, I am intrigued by the difference between presence and interaction as described on page 12. _I think about some stories I have read about how people have become actually lonelier or depressed through social media such as Facebook (FB). _In most of these stories the key was that on FB and other social media people are marketing themselves. _That is, they are posting images of themselves on vacation or some other fantastic place because they want to show the world how great their life is. _Itês almost like marketing a product. _If this is true, then wouldnêt that be considered presence, but not true interaction? _As in, the comments below the wonderful picture, _looks like fun,Ó _you look amazing!Ó, etc.? _It seems to me friends are acknowledging presence not truly interacting. _OK, donêt get me wrong, I am just as guilty of this stuff as anyone_Iêm just contemplating this idea. In looking for an article that discusses community I found an interesting one: _Developing Online Learning CommunitiesÓ by Mark. A. Maddix in Christian Education Journal (Series 3, Vol. 10, No.1). _I am neither Christian nor religious, but I found this article intriguing because it deals with the idea of larger community values within an individual classroom community. _In Christian universities one of the elements of their teaching is helping young people in the forming and shaping of their faith. _Classes, therefore, are not just about the content (e.g., history, chemistry), but about modeling Christian values and beliefs. _The concern is that in online classes these values and beliefs may not be modeled. _Moreover, some theologians argue that embodiment is key to molding these beliefs and values and physical presence is necessary. _Maddix presents an alternative viewpoint through various research. _Of particular interest to me is John Greshamês research that argues for a _divine pedagogyÓ or __the pedagogy of the incarnation [that] points to the realm of the student's life experience as the locus of divine saving actionÓ (Maddix, p. 142 and Gresham, 2006, p. 26). _In other words, to use Greshamês language again, _divine pedagogy includes a communal dimension similar to the church, [it] provides active participation of students in the learning process, and is relevant to online education because it is rich in symbols and signs that communicate meaningÓ (Maddix, p. 142 and Gresham 2006, p. 27-28). _I read such statements as a redefining of community or rather we must not assume that we are a community simply because we share similar values and beliefs. _Rather we must continuously build community and allow the actors to be active, challenged, and provide space for difference and growth. _In other words, we canêt just say our community has these values and beliefs and that you will pick them up simply by your presence. _I like this.In sum, then, an online community really needs to be genuine in its efforts to be a community. _We can't just be together in this space, we need to engage in it.",DKI
"Hi All,Please forgive me...I went a little crazy in my post! _I promise to keep it more succinct next time.For a number of years I taught online classes both asynchronously and synchronously. _I was never officially trained or educated how to do it, but got lots of advice from colleagues along the way who had been teaching online. _I stumbled a lot and learned a lot. _Some semesters, my online classes were my favorites, students engaged in ways I had never seen in my face-to-face classes. _Other semesters, to be honest, I just couldnêt wait for it to be over. _Reflecting upon my experiences I know that it had a lot to do with building community. _This was the key reason I wanted to take this class. _How do you build effective online communities?In reading the Palloff and Pratt text, there were a few key items that struck me in terms of building community. _Excuse the long quote, but when I read this I couldnêt help but think this is so dang true!There is one important element, however, that sets online distance learning apart from the traditional classroom setting: Key to the learning process are the interactions among students themselves, the interactions between faculty and students, and the collaboration in learning that results from these interactions. _In other words, the formation of a learning community through which knowledge is imparted and meaning is co-created sets the stage for successful learning outcomes. (Palloff and Pratt, 2007, p. 4) I think about the semesters I loathed my online classes and I know they were the semesters that I was frustrated by my studentsê participation or lack thereof. _I was frustrated that they were not contributing at the level I wanted them to. _So_I became a bit of a tyrant, demanding that they do things in a very specific way. _In a face-to-face class teachers can do that more, we can control the conversations that take place, redirect it in a way we want it to go in a very short amount of time. _It only takes the teacherês questioning or direct comment and everyone hears it all at once and know to move the conversation that way. _This is not true of online threaded discussions because not everyone is there at that precise moment. _But, thatês also the point. _Like the quote says, there is collaboration in the learning, not a teacher dictating how the learning is to take place. _That's what makes it a unique community!Another item from the text that struck me was that successful students in distance education programs are _able to communicate through writingÓ (Palloff and Pratt, 2007, p. 8). I couldnêt help but think that talkers _winÓ in f-2-f classes, but writers _winÓ in online classes. _But, donêt good writers always win? _That is, ultimately in higher education if you are a strong writer no matter f-2-f or online you will come out on top because after all the major assignments always involve writing. _How can we change that dynamic, even just a little, so that more people can win?Finally, I am intrigued by the difference between presence and interaction as described on page 12. _I think about some stories I have read about how people have become actually lonelier or depressed through social media such as Facebook (FB). _In most of these stories the key was that on FB and other social media people are marketing themselves. _That is, they are posting images of themselves on vacation or some other fantastic place because they want to show the world how great their life is. _Itês almost like marketing a product. _If this is true, then wouldnêt that be considered presence, but not true interaction? _As in, the comments below the wonderful picture, _looks like fun,Ó _you look amazing!Ó, etc.? _It seems to me friends are acknowledging presence not truly interacting. _OK, donêt get me wrong, I am just as guilty of this stuff as anyone_Iêm just contemplating this idea. In looking for an article that discusses community I found an interesting one: _Developing Online Learning CommunitiesÓ by Mark. A. Maddix in Christian Education Journal (Series 3, Vol. 10, No.1). _I am neither Christian nor religious, but I found this article intriguing because it deals with the idea of larger community values within an individual classroom community. _In Christian universities one of the elements of their teaching is helping young people in the forming and shaping of their faith. _Classes, therefore, are not just about the content (e.g., history, chemistry), but about modeling Christian values and beliefs. _The concern is that in online classes these values and beliefs may not be modeled. _Moreover, some theologians argue that embodiment is key to molding these beliefs and values and physical presence is necessary. _Maddix presents an alternative viewpoint through various research. _Of particular interest to me is John Greshamês research that argues for a _divine pedagogyÓ or __the pedagogy of the incarnation [that] points to the realm of the student's life experience as the locus of divine saving actionÓ (Maddix, p. 142 and Gresham, 2006, p. 26). _In other words, to use Greshamês language again, _divine pedagogy includes a communal dimension similar to the church, [it] provides active participation of students in the learning process, and is relevant to online education because it is rich in symbols and signs that communicate meaningÓ (Maddix, p. 142 and Gresham 2006, p. 27-28). _I read such statements as a redefining of community or rather we must not assume that we are a community simply because we share similar values and beliefs. _Rather we must continuously build community and allow the actors to be active, challenged, and provide space for difference and growth. _In other words, we canêt just say our community has these values and beliefs and that you will pick them up simply by your presence. _I like this.In sum, then, an online community really needs to be genuine in its efforts to be a community. _We can't just be together in this space, we need to engage in it.",DKI
"Hi All,Please forgive me...I went a little crazy in my post! _I promise to keep it more succinct next time.For a number of years I taught online classes both asynchronously and synchronously. _I was never officially trained or educated how to do it, but got lots of advice from colleagues along the way who had been teaching online. _I stumbled a lot and learned a lot. _Some semesters, my online classes were my favorites, students engaged in ways I had never seen in my face-to-face classes. _Other semesters, to be honest, I just couldnêt wait for it to be over. _Reflecting upon my experiences I know that it had a lot to do with building community. _This was the key reason I wanted to take this class. _How do you build effective online communities?In reading the Palloff and Pratt text, there were a few key items that struck me in terms of building community. _Excuse the long quote, but when I read this I couldnêt help but think this is so dang true!There is one important element, however, that sets online distance learning apart from the traditional classroom setting: Key to the learning process are the interactions among students themselves, the interactions between faculty and students, and the collaboration in learning that results from these interactions. _In other words, the formation of a learning community through which knowledge is imparted and meaning is co-created sets the stage for successful learning outcomes. (Palloff and Pratt, 2007, p. 4) I think about the semesters I loathed my online classes and I know they were the semesters that I was frustrated by my studentsê participation or lack thereof. _I was frustrated that they were not contributing at the level I wanted them to. _So_I became a bit of a tyrant, demanding that they do things in a very specific way. _In a face-to-face class teachers can do that more, we can control the conversations that take place, redirect it in a way we want it to go in a very short amount of time. _It only takes the teacherês questioning or direct comment and everyone hears it all at once and know to move the conversation that way. _This is not true of online threaded discussions because not everyone is there at that precise moment. _But, thatês also the point. _Like the quote says, there is collaboration in the learning, not a teacher dictating how the learning is to take place. _That's what makes it a unique community!Another item from the text that struck me was that successful students in distance education programs are _able to communicate through writingÓ (Palloff and Pratt, 2007, p. 8). I couldnêt help but think that talkers _winÓ in f-2-f classes, but writers _winÓ in online classes. _But, donêt good writers always win? _That is, ultimately in higher education if you are a strong writer no matter f-2-f or online you will come out on top because after all the major assignments always involve writing. _How can we change that dynamic, even just a little, so that more people can win?Finally, I am intrigued by the difference between presence and interaction as described on page 12. _I think about some stories I have read about how people have become actually lonelier or depressed through social media such as Facebook (FB). _In most of these stories the key was that on FB and other social media people are marketing themselves. _That is, they are posting images of themselves on vacation or some other fantastic place because they want to show the world how great their life is. _Itês almost like marketing a product. _If this is true, then wouldnêt that be considered presence, but not true interaction? _As in, the comments below the wonderful picture, _looks like fun,Ó _you look amazing!Ó, etc.? _It seems to me friends are acknowledging presence not truly interacting. _OK, donêt get me wrong, I am just as guilty of this stuff as anyone_Iêm just contemplating this idea. In looking for an article that discusses community I found an interesting one: _Developing Online Learning CommunitiesÓ by Mark. A. Maddix in Christian Education Journal (Series 3, Vol. 10, No.1). _I am neither Christian nor religious, but I found this article intriguing because it deals with the idea of larger community values within an individual classroom community. _In Christian universities one of the elements of their teaching is helping young people in the forming and shaping of their faith. _Classes, therefore, are not just about the content (e.g., history, chemistry), but about modeling Christian values and beliefs. _The concern is that in online classes these values and beliefs may not be modeled. _Moreover, some theologians argue that embodiment is key to molding these beliefs and values and physical presence is necessary. _Maddix presents an alternative viewpoint through various research. _Of particular interest to me is John Greshamês research that argues for a _divine pedagogyÓ or __the pedagogy of the incarnation [that] points to the realm of the student's life experience as the locus of divine saving actionÓ (Maddix, p. 142 and Gresham, 2006, p. 26). _In other words, to use Greshamês language again, _divine pedagogy includes a communal dimension similar to the church, [it] provides active participation of students in the learning process, and is relevant to online education because it is rich in symbols and signs that communicate meaningÓ (Maddix, p. 142 and Gresham 2006, p. 27-28). _I read such statements as a redefining of community or rather we must not assume that we are a community simply because we share similar values and beliefs. _Rather we must continuously build community and allow the actors to be active, challenged, and provide space for difference and growth. _In other words, we canêt just say our community has these values and beliefs and that you will pick them up simply by your presence. _I like this.In sum, then, an online community really needs to be genuine in its efforts to be a community. _We can't just be together in this space, we need to engage in it.",DKI
"Hi All,Please forgive me...I went a little crazy in my post! _I promise to keep it more succinct next time.For a number of years I taught online classes both asynchronously and synchronously. _I was never officially trained or educated how to do it, but got lots of advice from colleagues along the way who had been teaching online. _I stumbled a lot and learned a lot. _Some semesters, my online classes were my favorites, students engaged in ways I had never seen in my face-to-face classes. _Other semesters, to be honest, I just couldnêt wait for it to be over. _Reflecting upon my experiences I know that it had a lot to do with building community. _This was the key reason I wanted to take this class. _How do you build effective online communities?In reading the Palloff and Pratt text, there were a few key items that struck me in terms of building community. _Excuse the long quote, but when I read this I couldnêt help but think this is so dang true!There is one important element, however, that sets online distance learning apart from the traditional classroom setting: Key to the learning process are the interactions among students themselves, the interactions between faculty and students, and the collaboration in learning that results from these interactions. _In other words, the formation of a learning community through which knowledge is imparted and meaning is co-created sets the stage for successful learning outcomes. (Palloff and Pratt, 2007, p. 4) I think about the semesters I loathed my online classes and I know they were the semesters that I was frustrated by my studentsê participation or lack thereof. _I was frustrated that they were not contributing at the level I wanted them to. _So_I became a bit of a tyrant, demanding that they do things in a very specific way. _In a face-to-face class teachers can do that more, we can control the conversations that take place, redirect it in a way we want it to go in a very short amount of time. _It only takes the teacherês questioning or direct comment and everyone hears it all at once and know to move the conversation that way. _This is not true of online threaded discussions because not everyone is there at that precise moment. _But, thatês also the point. _Like the quote says, there is collaboration in the learning, not a teacher dictating how the learning is to take place. _That's what makes it a unique community!Another item from the text that struck me was that successful students in distance education programs are _able to communicate through writingÓ (Palloff and Pratt, 2007, p. 8). I couldnêt help but think that talkers _winÓ in f-2-f classes, but writers _winÓ in online classes. _But, donêt good writers always win? _That is, ultimately in higher education if you are a strong writer no matter f-2-f or online you will come out on top because after all the major assignments always involve writing. _How can we change that dynamic, even just a little, so that more people can win?Finally, I am intrigued by the difference between presence and interaction as described on page 12. _I think about some stories I have read about how people have become actually lonelier or depressed through social media such as Facebook (FB). _In most of these stories the key was that on FB and other social media people are marketing themselves. _That is, they are posting images of themselves on vacation or some other fantastic place because they want to show the world how great their life is. _Itês almost like marketing a product. _If this is true, then wouldnêt that be considered presence, but not true interaction? _As in, the comments below the wonderful picture, _looks like fun,Ó _you look amazing!Ó, etc.? _It seems to me friends are acknowledging presence not truly interacting. _OK, donêt get me wrong, I am just as guilty of this stuff as anyone_Iêm just contemplating this idea. In looking for an article that discusses community I found an interesting one: _Developing Online Learning CommunitiesÓ by Mark. A. Maddix in Christian Education Journal (Series 3, Vol. 10, No.1). _I am neither Christian nor religious, but I found this article intriguing because it deals with the idea of larger community values within an individual classroom community. _In Christian universities one of the elements of their teaching is helping young people in the forming and shaping of their faith. _Classes, therefore, are not just about the content (e.g., history, chemistry), but about modeling Christian values and beliefs. _The concern is that in online classes these values and beliefs may not be modeled. _Moreover, some theologians argue that embodiment is key to molding these beliefs and values and physical presence is necessary. _Maddix presents an alternative viewpoint through various research. _Of particular interest to me is John Greshamês research that argues for a _divine pedagogyÓ or __the pedagogy of the incarnation [that] points to the realm of the student's life experience as the locus of divine saving actionÓ (Maddix, p. 142 and Gresham, 2006, p. 26). _In other words, to use Greshamês language again, _divine pedagogy includes a communal dimension similar to the church, [it] provides active participation of students in the learning process, and is relevant to online education because it is rich in symbols and signs that communicate meaningÓ (Maddix, p. 142 and Gresham 2006, p. 27-28). _I read such statements as a redefining of community or rather we must not assume that we are a community simply because we share similar values and beliefs. _Rather we must continuously build community and allow the actors to be active, challenged, and provide space for difference and growth. _In other words, we canêt just say our community has these values and beliefs and that you will pick them up simply by your presence. _I like this.In sum, then, an online community really needs to be genuine in its efforts to be a community. _We can't just be together in this space, we need to engage in it.",DKI
